trip_id,vehicle_id,started_at,completed_at,pickup_zone,dropoff_zone,distance_miles,duration_seconds,delivery_status,fare_amount
T000694,V007,2026-09-02T01:04:00+00:00,2026-09-02T01:21:47+00:00,west,south,2.23,1067,in_progress,43.15
T000695,V032,2026-09-10T04:13:00+00:00,2026-09-10T05:01:54+00:00,central,central,12.77,2934,cancelled,6.99
T000696,V005,2026-09-06T08:32:00+00:00,2026-09-06T09:17:21+00:00,north,south,11.98,2721,completed,32.55
T000697,V036,2026-09-02T17:09:00+00:00,2026-09-02T17:37:38+00:00,west,east,14.4,1718,completed,54.24
T000698,V003,2026-09-07T09:10:00+00:00,2026-09-07T09:50:06+00:00,north,east,1.86,2406,completed,62.6
T000699,V015,2026-09-03T13:02:00+00:00,2026-09-03T13:12:54+00:00,central,west,3.82,654,in_progress,44.07
T000700,V012,2026-09-14T07:18:00+00:00,2026-09-14T08:04:41+00:00,central,central,7.77,2801,completed,50.74
T000701,V030,2026-09-14T10:52:00+00:00,2026-09-14T11:20:26+00:00,west,north,3.42,1706,completed,37.55
T000702,V011,2026-09-12T19:37:00+00:00,2026-09-12T20:04:02+00:00,central,central,8.25,1622,cancelled,59.05
T000703,V024,2026-09-13T20:25:00+00:00,2026-09-13T20:51:09+00:00,west,west,14.96,1569,cancelled,41.11
T000704,V014,2026-09-14T03:33:00+00:00,2026-09-14T04:14:14+00:00,west,central,16.71,2474,cancelled,25.96
T000705,V026,2026-09-11T15:04:00+00:00,2026-09-11T15:38:32+00:00,north,north,17.7,2072,in_progress,4.99
T000706,V001,2026-09-04T09:46:00+00:00,2026-09-04T10:10:36+00:00,east,south,4.26,1476,cancelled,5.32
T000707,V033,2026-09-07T14:42:00+00:00,2026-09-07T15:23:47+00:00,central,central,16.7,2507,completed,9.75
T000708,V010,2026-09-11T19:25:00+00:00,2026-09-11T19:53:16+00:00,south,east,6.92,1696,in_progress,19.24
T000709,V020,2026-09-07T03:56:00+00:00,2026-09-07T04:55:22+00:00,north,central,7.5,3562,completed,48.79
T000710,V031,2026-09-08T17:19:00+00:00,2026-09-08T18:17:07+00:00,south,west,14.95,3487,in_progress,46.87
T000711,V020,2026-09-03T12:04:00+00:00,2026-09-03T12:48:38+00:00,north,central,7.18,2678,completed,60.23
T000712,V028,2026-09-08T22:37:00+00:00,2026-09-08T23:04:45+00:00,west,north,15.72,1665,completed,49.61
T000713,V025,2026-09-15T00:56:00+00:00,2026-09-15T01:00:46+00:00,north,east,9.68,286,cancelled,36.94
T000714,V033,2026-09-04T17:41:00+00:00,2026-09-04T18:07:18+00:00,south,south,1.38,1578,in_progress,64.84
T000715,V039,2026-09-11T11:21:00+00:00,2026-09-11T12:16:23+00:00,central,central,2.08,3323,cancelled,21.68
T000716,V009,2026-09-10T07:21:00+00:00,2026-09-10T07:35:06+00:00,east,north,8.83,846,in_progress,7.01
T000717,V006,2026-09-10T10:00:00+00:00,2026-09-10T10:21:55+00:00,west,central,8.1,1315,in_progress,11.95
T000718,V036,2026-09-04T09:39:00+00:00,2026-09-04T10:15:49+00:00,south,west,7.42,2209,in_progress,15.96
T000719,V016,2026-09-13T06:18:00+00:00,2026-09-13T06:38:48+00:00,north,east,14.09,1248,cancelled,45.77
T000720,V008,2026-09-14T10:34:00+00:00,2026-09-14T10:44:06+00:00,west,west,6.89,606,completed,23.57
T000721,V002,2026-09-14T20:20:00+00:00,2026-09-14T21:08:44+00:00,east,south,17.78,2924,in_progress,54.12
T000722,V010,2026-09-11T09:30:00+00:00,2026-09-11T10:16:32+00:00,west,north,16.67,2792,completed,16.18
T000723,V006,2026-09-09T20:09:00+00:00,2026-09-09T20:23:38+00:00,north,north,4.75,878,in_progress,60.53
T000724,V022,2026-09-07T21:06:00+00:00,2026-09-07T21:10:56+00:00,north,east,8.38,296,completed,24.24
T000725,V014,2026-09-13T13:49:00+00:00,2026-09-13T14:07:27+00:00,central,central,13.63,1107,in_progress,33.46
T000726,V002,2026-09-04T13:11:00+00:00,2026-09-04T14:02:27+00:00,west,central,16.36,3087,in_progress,6.65
T000727,V019,2026-09-05T05:01:00+00:00,2026-09-05T05:09:06+00:00,south,central,5.25,486,cancelled,43.94
T000728,V025,2026-09-01T12:33:00+00:00,2026-09-01T12:41:32+00:00,east,east,15.62,512,completed,21.84
T000729,V025,2026-09-10T03:05:00+00:00,2026-09-10T03:24:46+00:00,central,north,16.32,1186,cancelled,56.87
T000730,V012,2026-09-13T10:18:00+00:00,2026-09-13T10:28:00+00:00,south,central,17.42,600,in_progress,60.51
T000731,V016,2026-09-01T19:44:00+00:00,2026-09-01T19:50:42+00:00,central,east,6.34,402,cancelled,49.41
T000732,V023,2026-09-01T18:02:00+00:00,2026-09-01T18:29:40+00:00,east,east,4.63,1660,in_progress,20.83
T000733,V017,2026-09-02T17:51:00+00:00,2026-09-02T18:37:43+00:00,west,north,17.02,2803,cancelled,17.76
T000734,V009,2026-09-09T02:39:00+00:00,2026-09-09T03:09:49+00:00,north,west,9.61,1849,in_progress,41.36
T000735,V016,2026-09-06T12:12:00+00:00,2026-09-06T12:44:29+00:00,central,south,7.96,1949,cancelled,59.49
T000736,V035,2026-09-08T19:50:00+00:00,2026-09-08T20:24:39+00:00,south,south,11.92,2079,in_progress,37.02
T000737,V020,2026-09-05T22:29:00+00:00,2026-09-05T22:42:25+00:00,central,south,8.03,805,completed,44.03
T000738,V021,2026-09-14T04:28:00+00:00,2026-09-14T04:42:47+00:00,north,central,9.83,887,in_progress,11.22
T000739,V002,2026-09-08T13:27:00+00:00,2026-09-08T13:40:56+00:00,east,west,17.32,836,cancelled,31.02
T000740,V013,2026-09-07T13:31:00+00:00,2026-09-07T13:45:22+00:00,north,south,3.73,862,in_progress,41.63
T000741,V040,2026-09-15T02:44:00+00:00,2026-09-15T03:26:42+00:00,south,central,4.56,2562,in_progress,5.59
T000742,V031,2026-09-03T03:24:00+00:00,2026-09-03T04:14:58+00:00,south,central,15.31,3058,cancelled,47.43
T000743,V025,2026-09-09T20:13:00+00:00,2026-09-09T20:29:33+00:00,west,west,2.91,993,completed,17.8
T000744,V001,2026-09-10T15:08:00+00:00,2026-09-10T16:04:11+00:00,east,west,4.39,3371,in_progress,64.28
T000745,V012,2026-09-05T23:43:00+00:00,2026-09-05T23:51:30+00:00,west,central,9.07,510,cancelled,56.87
T000746,V026,2026-09-06T22:46:00+00:00,2026-09-06T23:19:11+00:00,north,central,13.37,1991,cancelled,47.93
T000747,V037,2026-09-10T07:15:00+00:00,2026-09-10T08:00:44+00:00,central,central,9.69,2744,in_progress,52.0
T000748,V029,2026-09-13T04:20:00+00:00,2026-09-13T04:31:27+00:00,west,north,15.86,687,completed,35.64
T000749,V003,2026-09-10T08:03:00+00:00,2026-09-10T08:57:11+00:00,central,west,9.53,3251,in_progress,62.72
T000750,V029,2026-09-05T15:41:00+00:00,2026-09-05T16:04:52+00:00,west,east,14.04,1432,cancelled,32.14
T000751,V040,2026-09-10T22:43:00+00:00,2026-09-10T23:07:05+00:00,north,central,16.31,1445,cancelled,54.62
T000752,V033,2026-09-11T14:41:00+00:00,2026-09-11T14:51:10+00:00,north,south,14.13,610,in_progress,37.33
T000753,V021,2026-09-10T06:40:00+00:00,2026-09-10T07:12:13+00:00,west,north,3.63,1933,in_progress,58.69
T000754,V006,2026-09-05T22:16:00+00:00,2026-09-05T22:51:02+00:00,east,east,12.61,2102,in_progress,52.59
T000755,V008,2026-09-04T03:28:00+00:00,2026-09-04T03:38:13+00:00,west,east,1.99,613,in_progress,27.43
T000756,V011,2026-09-12T23:26:00+00:00,2026-09-13T00:11:47+00:00,west,central,7.16,2747,completed,59.65
T000757,V010,2026-09-14T04:50:00+00:00,2026-09-14T05:39:01+00:00,south,south,3.63,2941,in_progress,7.13
T000758,V029,2026-09-08T08:14:00+00:00,2026-09-08T08:39:07+00:00,east,south,2.56,1507,completed,62.59
T000759,V017,2026-09-01T09:55:00+00:00,2026-09-01T10:41:30+00:00,north,west,9.21,2790,cancelled,37.15
T000760,V032,2026-09-01T11:08:00+00:00,2026-09-01T11:53:30+00:00,south,south,10.81,2730,cancelled,31.68
T000761,V039,2026-09-11T09:19:00+00:00,2026-09-11T09:28:25+00:00,central,north,4.78,565,in_progress,20.96
T000762,V014,2026-09-14T00:29:00+00:00,2026-09-14T01:28:59+00:00,north,south,3.09,3599,in_progress,25.29
T000763,V037,2026-09-04T15:23:00+00:00,2026-09-04T15:29:12+00:00,central,east,6.29,372,completed,6.99
T000764,V011,2026-09-10T19:42:00+00:00,2026-09-10T19:58:10+00:00,east,central,12.07,970,in_progress,40.29
T000765,V030,2026-09-14T03:01:00+00:00,2026-09-14T03:17:06+00:00,central,east,16.8,966,completed,50.88
T000766,V025,2026-09-08T16:18:00+00:00,2026-09-08T16:47:09+00:00,north,west,15.26,1749,completed,21.86
T000767,V018,2026-09-04T09:28:00+00:00,2026-09-04T09:40:19+00:00,east,central,7.74,739,completed,46.45
T000768,V007,2026-09-15T06:15:00+00:00,2026-09-15T06:22:58+00:00,central,central,17.78,478,cancelled,48.17
T000769,V019,2026-09-15T02:17:00+00:00,2026-09-15T03:14:48+00:00,west,central,15.34,3468,cancelled,36.05
T000770,V040,2026-09-09T09:15:00+00:00,2026-09-09T09:27:51+00:00,central,west,9.59,771,in_progress,34.36
T000771,V015,2026-09-05T10:15:00+00:00,2026-09-05T11:00:36+00:00,east,south,0.53,2736,completed,32.36
T000772,V014,2026-09-04T00:24:00+00:00,2026-09-04T01:18:20+00:00,central,west,7.75,3260,cancelled,25.33
T000773,V013,2026-09-06T03:57:00+00:00,2026-09-06T04:01:46+00:00,east,east,14.33,286,cancelled,22.32
T000774,V001,2026-09-13T20:22:00+00:00,2026-09-13T20:48:06+00:00,north,east,6.47,1566,in_progress,38.7
T000775,V013,2026-09-01T23:54:00+00:00,2026-09-02T00:09:59+00:00,east,east,16.64,959,cancelled,59.89
T000776,V009,2026-09-02T03:25:00+00:00,2026-09-02T04:13:04+00:00,west,south,11.48,2884,in_progress,58.65
T000777,V027,2026-09-11T20:34:00+00:00,2026-09-11T21:31:31+00:00,north,central,5.74,3451,in_progress,45.37
T000778,V002,2026-09-13T23:12:00+00:00,2026-09-13T23:52:34+00:00,south,central,12.5,2434,cancelled,8.04
T000779,V002,2026-09-04T17:32:00+00:00,2026-09-04T17:55:08+00:00,east,west,11.46,1388,completed,38.83
T000780,V039,2026-09-10T04:45:00+00:00,2026-09-10T05:01:47+00:00,north,east,12.84,1007,cancelled,47.3
T000781,V006,2026-09-07T12:16:00+00:00,2026-09-07T12:48:15+00:00,west,south,7.0,1935,cancelled,17.18
T000782,V008,2026-09-08T05:06:00+00:00,2026-09-08T05:21:56+00:00,east,north,14.11,956,completed,31.07
T000783,V031,2026-09-01T21:37:00+00:00,2026-09-01T22:35:32+00:00,central,south,3.83,3512,cancelled,48.68
T000784,V021,2026-09-13T05:58:00+00:00,2026-09-13T06:23:11+00:00,south,north,14.89,1511,in_progress,45.28
T000785,V003,2026-09-04T08:28:00+00:00,2026-09-04T08:46:00+00:00,west,west,12.99,1080,in_progress,11.07
T000786,V039,2026-09-08T09:50:00+00:00,2026-09-08T09:57:00+00:00,north,east,8.67,420,completed,10.29
T000787,V037,2026-09-08T10:39:00+00:00,2026-09-08T10:44:32+00:00,east,south,6.12,332,completed,21.48
T000788,V029,2026-09-13T10:41:00+00:00,2026-09-13T11:06:47+00:00,north,east,3.11,1547,cancelled,10.98
T000789,V007,2026-09-14T01:37:00+00:00,2026-09-14T02:16:05+00:00,south,central,6.63,2345,cancelled,20.53
T000790,V016,2026-09-07T18:42:00+00:00,2026-09-07T19:25:11+00:00,south,north,5.95,2591,cancelled,36.98
T000791,V002,2026-09-02T11:42:00+00:00,2026-09-02T11:54:52+00:00,west,north,2.35,772,completed,9.25
T000792,V039,2026-09-10T06:02:00+00:00,2026-09-10T06:18:13+00:00,central,west,11.29,973,cancelled,24.27
T000793,V035,2026-09-05T20:12:00+00:00,2026-09-05T21:04:40+00:00,north,west,10.44,3160,completed,53.58
T000794,V030,2026-09-11T23:44:00+00:00,2026-09-11T23:54:38+00:00,east,west,8.73,638,completed,12.77
T000795,V026,2026-09-07T04:55:00+00:00,2026-09-07T05:23:48+00:00,south,east,14.3,1728,cancelled,31.65
T000796,V031,2026-09-02T00:31:00+00:00,2026-09-02T00:39:27+00:00,north,east,8.88,507,completed,21.22
T000797,V037,2026-09-09T06:23:00+00:00,2026-09-09T07:08:15+00:00,south,central,2.3,2715,in_progress,52.6
T000798,V005,2026-09-08T17:58:00+00:00,2026-09-08T18:39:57+00:00,east,central,8.57,2517,in_progress,29.22
T000799,V011,2026-09-06T21:05:00+00:00,2026-09-06T21:46:24+00:00,west,west,1.66,2484,completed,53.65
T000800,V028,2026-09-14T18:44:00+00:00,2026-09-14T19:17:25+00:00,central,east,10.03,2005,completed,14.56
T000801,V037,2026-09-03T02:32:00+00:00,2026-09-03T03:26:28+00:00,west,north,10.86,3268,cancelled,23.85
T000802,V012,2026-09-03T13:19:00+00:00,2026-09-03T13:53:23+00:00,east,west,1.72,2063,completed,45.82
T000803,V025,2026-09-14T21:43:00+00:00,2026-09-14T22:39:39+00:00,east,west,11.79,3399,completed,9.52
T000804,V001,2026-09-04T11:52:00+00:00,2026-09-04T12:35:38+00:00,south,south,8.43,2618,cancelled,27.79
T000805,V013,2026-09-14T11:37:00+00:00,2026-09-14T12:11:31+00:00,south,east,5.75,2071,in_progress,22.58
T000806,V023,2026-09-11T05:25:00+00:00,2026-09-11T06:18:00+00:00,north,central,0.64,3180,in_progress,28.66
T000807,V004,2026-09-04T05:39:00+00:00,2026-09-04T06:03:04+00:00,east,central,17.44,1444,completed,46.9
T000808,V019,2026-09-09T12:11:00+00:00,2026-09-09T12:22:29+00:00,north,south,8.06,689,in_progress,28.05
T000809,V025,2026-09-08T13:44:00+00:00,2026-09-08T14:36:35+00:00,west,west,8.12,3155,completed,44.41
T000810,V013,2026-09-12T03:20:00+00:00,2026-09-12T03:33:29+00:00,central,west,15.26,809,cancelled,55.24
T000811,V009,2026-09-04T20:15:00+00:00,2026-09-04T20:38:41+00:00,south,north,1.76,1421,completed,12.78
T000812,V028,2026-09-12T09:48:00+00:00,2026-09-12T10:36:54+00:00,south,north,2.9,2934,cancelled,56.47
T000813,V040,2026-09-15T02:05:00+00:00,2026-09-15T02:38:03+00:00,south,west,9.41,1983,in_progress,54.02
T000814,V015,2026-09-10T02:06:00+00:00,2026-09-10T02:34:15+00:00,south,west,11.08,1695,in_progress,34.39
T000815,V033,2026-09-06T17:17:00+00:00,2026-09-06T18:09:36+00:00,east,west,16.71,3156,in_progress,26.39
T000816,V031,2026-09-02T04:40:00+00:00,2026-09-02T05:22:47+00:00,east,north,10.65,2567,in_progress,8.88
T000817,V018,2026-09-13T07:29:00+00:00,2026-09-13T08:24:14+00:00,west,central,1.87,3314,in_progress,9.4
T000818,V005,2026-09-12T02:01:00+00:00,2026-09-12T02:48:03+00:00,central,central,5.97,2823,completed,59.12
T000819,V001,2026-09-13T12:11:00+00:00,2026-09-13T13:08:08+00:00,west,west,9.47,3428,cancelled,39.01
T000820,V023,2026-09-08T21:03:00+00:00,2026-09-08T21:35:44+00:00,east,east,3.43,1964,in_progress,60.29
T000821,V037,2026-09-08T06:03:00+00:00,2026-09-08T06:56:37+00:00,east,north,11.51,3217,in_progress,14.31
T000822,V019,2026-09-02T12:11:00+00:00,2026-09-02T12:59:48+00:00,central,north,5.52,2928,completed,11.74
T000823,V018,2026-09-03T01:58:00+00:00,2026-09-03T02:55:30+00:00,east,south,11.28,3450,cancelled,56.33
T000824,V008,2026-09-01T15:45:00+00:00,2026-09-01T16:39:36+00:00,central,south,16.43,3276,in_progress,13.22
T000825,V012,2026-09-11T11:55:00+00:00,2026-09-11T12:24:14+00:00,east,south,8.99,1754,in_progress,56.58
T000826,V010,2026-09-09T03:14:00+00:00,2026-09-09T03:23:45+00:00,central,south,15.16,585,cancelled,50.99
T000827,V029,2026-09-06T17:57:00+00:00,2026-09-06T18:46:06+00:00,south,south,10.61,2946,cancelled,7.31
T000828,V008,2026-09-07T08:23:00+00:00,2026-09-07T09:18:34+00:00,north,south,8.62,3334,cancelled,22.38
T000829,V025,2026-09-13T10:49:00+00:00,2026-09-13T11:08:57+00:00,west,west,5.1,1197,in_progress,57.09
T000830,V029,2026-09-01T14:28:00+00:00,2026-09-01T14:51:42+00:00,west,east,17.33,1422,in_progress,62.31
T000831,V023,2026-09-03T13:10:00+00:00,2026-09-03T13:50:16+00:00,west,central,16.57,2416,cancelled,24.43
T000832,V007,2026-09-07T09:51:00+00:00,2026-09-07T10:49:46+00:00,east,central,7.35,3526,in_progress,49.69
T000833,V013,2026-09-14T17:31:00+00:00,2026-09-14T18:27:35+00:00,central,east,12.36,3395,completed,23.11
T000834,V001,2026-09-01T13:46:00+00:00,2026-09-01T14:35:55+00:00,north,north,7.7,2995,in_progress,10.34
T000835,V015,2026-09-11T11:32:00+00:00,2026-09-11T11:59:59+00:00,east,east,3.88,1679,completed,41.78
T000836,V014,2026-09-02T15:03:00+00:00,2026-09-02T15:47:33+00:00,central,north,12.89,2673,completed,9.27
T000837,V025,2026-09-15T02:14:00+00:00,2026-09-15T02:26:52+00:00,central,south,16.18,772,in_progress,15.24
T000838,V005,2026-09-08T00:52:00+00:00,2026-09-08T01:27:52+00:00,west,east,13.96,2152,in_progress,59.11
T000839,V011,2026-09-08T16:37:00+00:00,2026-09-08T16:58:34+00:00,north,east,14.1,1294,cancelled,27.7
T000840,V017,2026-09-02T16:48:00+00:00,2026-09-02T17:09:37+00:00,south,west,1.71,1297,completed,41.23
T000841,V032,2026-09-05T09:27:00+00:00,2026-09-05T10:15:03+00:00,north,south,9.96,2883,cancelled,17.32
T000842,V017,2026-09-03T18:01:00+00:00,2026-09-03T18:35:08+00:00,north,north,1.78,2048,in_progress,48.38
T000843,V032,2026-09-11T11:30:00+00:00,2026-09-11T11:35:16+00:00,south,north,16.83,316,in_progress,27.82
T000844,V022,2026-09-04T18:47:00+00:00,2026-09-04T19:38:47+00:00,west,central,0.56,3107,in_progress,61.33
T000845,V028,2026-09-12T11:58:00+00:00,2026-09-12T12:34:38+00:00,west,north,9.95,2198,completed,27.45
T000846,V037,2026-09-12T07:16:00+00:00,2026-09-12T07:28:16+00:00,central,east,6.34,736,cancelled,28.44
T000847,V035,2026-09-03T09:30:00+00:00,2026-09-03T09:58:56+00:00,east,north,15.22,1736,cancelled,43.52
T000848,V003,2026-09-05T08:27:00+00:00,2026-09-05T09:08:51+00:00,west,south,5.73,2511,cancelled,58.68
T000849,V006,2026-09-09T12:12:00+00:00,2026-09-09T12:49:12+00:00,west,south,2.95,2232,completed,5.55
T000850,V032,2026-09-14T19:49:00+00:00,2026-09-14T20:09:16+00:00,west,north,14.37,1216,in_progress,22.77
T000851,V029,2026-09-13T11:36:00+00:00,2026-09-13T12:35:25+00:00,north,north,6.44,3565,cancelled,52.05
T000852,V008,2026-09-02T07:22:00+00:00,2026-09-02T07:53:40+00:00,south,central,8.52,1900,in_progress,57.08
T000853,V038,2026-09-13T13:02:00+00:00,2026-09-13T13:16:10+00:00,south,north,1.15,850,completed,33.82
T000854,V040,2026-09-01T18:24:00+00:00,2026-09-01T19:00:10+00:00,north,south,12.77,2170,completed,4.88
T000855,V007,2026-09-02T11:17:00+00:00,2026-09-02T11:41:58+00:00,west,central,3.49,1498,in_progress,7.9
T000856,V032,2026-09-03T18:04:00+00:00,2026-09-03T18:15:47+00:00,central,central,4.36,707,completed,30.0
T000857,V008,2026-09-10T11:33:00+00:00,2026-09-10T11:59:08+00:00,central,central,2.9,1568,completed,50.62
T000858,V022,2026-09-14T19:54:00+00:00,2026-09-14T20:09:50+00:00,north,north,5.29,950,cancelled,14.25
T000859,V011,2026-09-09T18:01:00+00:00,2026-09-09T18:42:46+00:00,west,south,16.7,2506,completed,12.14
T000860,V011,2026-09-15T06:28:00+00:00,2026-09-15T06:57:40+00:00,north,west,1.91,1780,completed,14.94
T000861,V038,2026-09-03T08:40:00+00:00,2026-09-03T09:32:14+00:00,east,west,12.64,3134,cancelled,46.23
T000862,V018,2026-09-06T00:35:00+00:00,2026-09-06T00:48:46+00:00,central,west,7.71,826,completed,41.24
T000863,V012,2026-09-02T04:32:00+00:00,2026-09-02T05:16:42+00:00,west,central,17.13,2682,in_progress,54.42
T000864,V027,2026-09-08T04:29:00+00:00,2026-09-08T04:56:44+00:00,north,central,4.62,1664,completed,64.18
T000865,V024,2026-09-03T12:15:00+00:00,2026-09-03T13:01:15+00:00,central,central,4.34,2775,in_progress,44.22
T000866,V013,2026-09-07T14:57:00+00:00,2026-09-07T15:04:37+00:00,north,south,12.49,457,cancelled,34.35
T000867,V003,2026-09-04T23:15:00+00:00,2026-09-05T00:04:44+00:00,north,east,5.49,2984,cancelled,19.33
T000868,V007,2026-09-11T15:28:00+00:00,2026-09-11T15:34:57+00:00,north,central,3.58,417,completed,33.59
T000869,V016,2026-09-03T23:23:00+00:00,2026-09-03T23:31:50+00:00,west,central,10.65,530,cancelled,16.12
T000870,V008,2026-09-08T17:52:00+00:00,2026-09-08T18:11:42+00:00,east,south,2.22,1182,in_progress,29.17
T000871,V015,2026-09-05T21:12:00+00:00,2026-09-05T21:41:38+00:00,north,west,10.74,1778,completed,58.32
T000872,V040,2026-09-04T15:09:00+00:00,2026-09-04T15:27:45+00:00,west,south,7.28,1125,completed,31.92
T000873,V023,2026-09-05T18:02:00+00:00,2026-09-05T18:49:08+00:00,east,south,6.38,2828,completed,46.22
T000874,V009,2026-09-02T16:34:00+00:00,2026-09-02T16:57:09+00:00,north,west,8.53,1389,completed,50.38
T000875,V039,2026-09-06T08:04:00+00:00,2026-09-06T08:28:08+00:00,south,central,16.35,1448,in_progress,63.18
T000876,V027,2026-09-06T13:26:00+00:00,2026-09-06T13:35:54+00:00,central,west,15.59,594,completed,40.09
T000877,V001,2026-09-11T20:43:00+00:00,2026-09-11T21:06:03+00:00,west,south,4.84,1383,cancelled,39.35
T000878,V037,2026-09-14T19:11:00+00:00,2026-09-14T19:25:10+00:00,north,west,17.65,850,completed,64.47
T000879,V028,2026-09-12T19:22:00+00:00,2026-09-12T19:28:17+00:00,central,west,8.89,377,in_progress,54.1
T000880,V016,2026-09-11T15:05:00+00:00,2026-09-11T15:42:48+00:00,north,central,13.68,2268,in_progress,48.64
T000881,V023,2026-09-06T07:03:00+00:00,2026-09-06T07:16:03+00:00,east,south,11.83,783,completed,4.97
T000882,V030,2026-09-08T06:28:00+00:00,2026-09-08T06:43:02+00:00,central,central,0.93,902,cancelled,32.29
T000883,V026,2026-09-04T11:42:00+00:00,2026-09-04T12:34:00+00:00,south,east,11.47,3120,in_progress,42.64
T000884,V022,2026-09-02T22:36:00+00:00,2026-09-02T23:06:16+00:00,central,north,5.69,1816,cancelled,46.58
T000885,V037,2026-09-15T06:30:00+00:00,2026-09-15T07:11:01+00:00,south,north,11.36,2461,cancelled,48.88
T000886,V024,2026-09-02T13:56:00+00:00,2026-09-02T14:35:08+00:00,north,north,7.2,2348,cancelled,41.77
T000887,V012,2026-09-09T15:39:00+00:00,2026-09-09T16:08:00+00:00,central,north,10.31,1740,completed,12.44
T000888,V035,2026-09-08T22:54:00+00:00,2026-09-08T23:14:17+00:00,north,west,13.4,1217,in_progress,57.14
T000889,V015,2026-09-06T02:34:00+00:00,2026-09-06T03:29:24+00:00,east,east,16.21,3324,in_progress,45.49
T000890,V005,2026-09-07T15:21:00+00:00,2026-09-07T15:28:43+00:00,east,east,8.42,463,in_progress,36.13
T000891,V035,2026-09-04T03:00:00+00:00,2026-09-04T03:36:05+00:00,central,east,8.41,2165,cancelled,52.79
T000892,V030,2026-09-02T19:50:00+00:00,2026-09-02T20:06:51+00:00,north,north,7.34,1011,completed,21.59
T000893,V011,2026-09-03T02:01:00+00:00,2026-09-03T02:12:27+00:00,east,north,12.7,687,cancelled,13.18
T000894,V002,2026-09-05T23:33:00+00:00,2026-09-06T00:12:32+00:00,east,west,17.47,2372,in_progress,60.84
T000895,V027,2026-09-12T02:48:00+00:00,2026-09-12T03:15:40+00:00,west,north,5.6,1660,completed,5.34
T000896,V022,2026-09-06T14:52:00+00:00,2026-09-06T15:31:28+00:00,west,central,6.5,2368,in_progress,52.0
T000897,V034,2026-09-12T09:30:00+00:00,2026-09-12T10:14:30+00:00,central,west,8.52,2670,in_progress,12.05
T000898,V017,2026-09-08T07:23:00+00:00,2026-09-08T07:38:43+00:00,south,west,7.01,943,cancelled,50.95
T000899,V023,2026-09-02T09:50:00+00:00,2026-09-02T10:04:07+00:00,east,west,17.23,847,in_progress,60.37
T000900,V012,2026-09-13T12:21:00+00:00,2026-09-13T12:44:28+00:00,south,south,3.32,1408,completed,6.51
T000901,V009,2026-09-08T12:55:00+00:00,2026-09-08T13:38:13+00:00,west,east,6.97,2593,completed,38.31
T000902,V021,2026-09-02T02:56:00+00:00,2026-09-02T03:45:26+00:00,east,south,7.03,2966,in_progress,63.5
T000903,V008,2026-09-13T11:26:00+00:00,2026-09-13T11:50:35+00:00,north,west,16.79,1475,completed,61.82
T000904,V001,2026-09-08T14:52:00+00:00,2026-09-08T15:06:39+00:00,central,central,6.3,879,in_progress,22.03
T000905,V037,2026-09-07T22:17:00+00:00,2026-09-07T23:12:29+00:00,south,central,13.25,3329,cancelled,24.66
T000906,V031,2026-09-03T21:20:00+00:00,2026-09-03T22:13:56+00:00,north,south,12.37,3236,completed,22.79
T000907,V015,2026-09-10T11:20:00+00:00,2026-09-10T12:06:09+00:00,west,east,2.12,2769,completed,41.1
T000908,V034,2026-09-05T18:34:00+00:00,2026-09-05T19:17:49+00:00,south,east,3.93,2629,completed,36.84
T000909,V006,2026-09-11T11:16:00+00:00,2026-09-11T12:06:13+00:00,central,west,3.9,3013,cancelled,40.79
T000910,V024,2026-09-12T23:22:00+00:00,2026-09-12T23:29:49+00:00,west,south,13.03,469,cancelled,26.55
T000911,V019,2026-09-09T19:36:00+00:00,2026-09-09T19:40:49+00:00,east,east,5.89,289,cancelled,57.33
T000912,V029,2026-09-03T07:50:00+00:00,2026-09-03T08:08:43+00:00,west,west,5.55,1123,in_progress,63.19
T000913,V027,2026-09-10T23:28:00+00:00,2026-09-11T00:21:44+00:00,south,central,10.96,3224,completed,16.67
T000914,V022,2026-09-12T03:12:00+00:00,2026-09-12T03:51:51+00:00,north,central,13.73,2391,completed,4.4
T000915,V012,2026-09-07T13:16:00+00:00,2026-09-07T13:48:17+00:00,central,west,12.93,1937,completed,16.15
T000916,V036,2026-09-10T00:29:00+00:00,2026-09-10T00:52:45+00:00,west,north,14.9,1425,cancelled,54.91
T000917,V036,2026-09-08T05:58:00+00:00,2026-09-08T06:35:43+00:00,west,south,0.97,2263,completed,13.4
T000918,V031,2026-09-08T03:55:00+00:00,2026-09-08T04:42:43+00:00,north,east,7.8,2863,cancelled,59.31
T000919,V008,2026-09-06T21:39:00+00:00,2026-09-06T21:44:56+00:00,east,west,17.9,356,completed,40.53
T000920,V031,2026-09-09T13:34:00+00:00,2026-09-09T14:17:40+00:00,central,west,15.7,2620,in_progress,45.84
T000921,V033,2026-09-04T01:18:00+00:00,2026-09-04T01:47:28+00:00,central,north,15.29,1768,completed,39.48
T000922,V030,2026-09-04T15:48:00+00:00,2026-09-04T16:13:49+00:00,south,east,3.36,1549,cancelled,26.03
T000923,V019,2026-09-09T10:24:00+00:00,2026-09-09T10:31:19+00:00,east,central,11.68,439,completed,35.35
T000924,V007,2026-09-05T12:04:00+00:00,2026-09-05T13:00:12+00:00,central,south,10.01,3372,cancelled,54.44
T000925,V024,2026-09-08T04:25:00+00:00,2026-09-08T04:47:31+00:00,north,central,10.65,1351,completed,4.79
